dictId,index,term,base,level,definition,matchSummary
vocab,4047,prize,,A2,A prize is something of value that is given to the winner.,term:prize (term_word)
vocab,4048,probably,,A2,"If something will probably happen, it is likely to happen.",term:probably (term_word)
vocab,4049,probe,,B2,To probe into something means to ask questions to discover facts about it.,term:probe (term_word)
vocab,4050,problem,,A1,A problem is a situation when something goes wrong.,term:problem (term_word)
vocab,4051,procedure,,B2,A procedure is a way of doing something.,term:procedure (term_word)
vocab,4052,proceed,,B1,To proceed is to go somewhere or to continue doing something.,term:proceed (term_word)
vocab,4053,process,,B1,A process is the steps to take to do something.,term:process (term_word)
vocab,4054,proclaim,,B2,To proclaim something means to say it in public.,term:proclaim (term_word)
vocab,4055,produce,,B1,To produce something is to make or grow it.,term:produce (term_word)
vocab,4056,product,,A2,A product is something grown or made in a factory in order to be sold.,term:product (term_word)
vocab,4057,profession,,B1,A profession is a person’s job.,term:profession (term_word)
vocab,4058,professional,,B1,"If something is professional, it deals with work that uses special skills.",term:professional (term_word)
vocab,4059,professor,,A2,A professor is a person who teaches in college.,term:professor (term_word)
vocab,4060,proficient,,B2,Proficient means able to do something well.,term:proficient (term_word)
vocab,4061,profile,,B2,"A profile is an outline of a face, usually as seen from the side.",term:profile (term_word)
vocab,4062,profit,,B1,A profit is the extra money you make when you sell something.,term:profit (term_word)
vocab,4063,profound,,B2,Profound means deep or very intelligent.,term:profound (term_word)
vocab,4065,program,,A2,A program is a set of instructions for a computer.,term:program (term_word)
vocab,4069,prohibit,,B2,To prohibit something means to not allow it.,term:prohibit (term_word)
vocab,4071,project,,A2,A project is a type of work that you do for school or a job.,term:project (term_word)
vocab,4072,prolong,,B2,To prolong means to make something last for a longer time.,term:prolong (term_word)
vocab,4073,prominent,,B2,"When something is prominent, it is important and well known.",term:prominent (term_word)
vocab,4074,promise,,A2,A promise is a declaration that something will happen.,term:promise (term_word)
vocab,4075,promote,,B1,To promote someone means to raise them to a higher position or rank.,term:promote (term_word)
vocab,4081,pronounce,,B2,To pronounce is to say the sounds of letters or words.,term:pronounce (term_word)
vocab,4082,proof,,B2,Proof is a fact that shows something is real.,term:proof (term_word)
vocab,4083,propel,,B2,To propel something means to push or move it somewhere.,term:propel (term_word)
vocab,4084,proper,,B1,"If something is proper, it is right.",term:proper (term_word)
vocab,4085,property,,B2,Property is something that is owned.,term:property (term_word)
vocab,4086,prophecy,,B2,A prophecy is a prediction about what will happen in the future.,term:prophecy (term_word)
vocab,4087,proponent,,B2,A proponent is a person who supports an idea or a plan.,term:proponent (term_word)
vocab,4089,proposal,,B2,A proposal is a plan or suggestion.,term:proposal (term_word)
vocab,4090,propose,,B1,To propose something is to say that it should be done.,term:propose (term_word)
vocab,4091,propulsion,,B2,Propulsion is the force that moves something forward.,term:propulsion (term_word)
vocab,4092,prosecute,,B2,To prosecute someone means to take legal action against them.,term:prosecute (term_word)
vocab,4094,prospect,,B2,A prospect is a possibility that something will happen.,term:prospect (term_word)
vocab,4096,prosper,,B2,To prosper is to be successful or make a lot of money.,term:prosper (term_word)
vocab,4097,protect,,A2,To protect someone is to stop them from getting hurt.,term:protect (term_word)
vocab,4098,protein,,B2,Protein is a substance that is necessary for the body to grow and be strong.,term:protein (term_word)
vocab,4099,protest,,B2,To protest means to express disagreement or objection.,term:protest (term_word)
vocab,4100,protocol,,B2,Protocol is a system of rules and customs that guides how things are done.,term:protocol (term_word)
vocab,4101,proud,,A2,People who feel proud are happy about what they have done.,term:proud (term_word)
vocab,4102,prove,,B1,To prove something is to show that it is true.,term:prove (term_word)
vocab,4103,provide,,B1,To provide something means to supply it.,term:provide (term_word)
vocab,4104,province,,B2,A province is an area that is controlled by a country.,term:province (term_word)
vocab,4105,provision,,B2,The provision of something is the act of giving it to people in need or want.,term:provision (term_word)
vocab,4107,provisional,,C1,If an arrangement is provisional the people involved have not yet said that they definitely want to do it.,term:provisional (term_word)
vocab,4108,provoke,,B2,To provoke someone means to annoy them on purpose to cause violence.,term:provoke (term_word)
vocab,4109,proximity,,B2,"Proximity is closeness in time, space, or relationships.",term:proximity (term_word)
vocab,4110,psychiatric,,B2,"If something is psychiatric, then it is related to mental illness or its treatment.",term:psychiatric (term_word)
vocab,4111,psychiatry,,B2,Psychiatry is the study and treatment of mental illness.,term:psychiatry (term_word)
vocab,4112,psychic,,B2,"When someone is psychic, they know what will happen or what people think.",term:psychic (term_word)
vocab,4113,psychological,,B2,Psychological means relating to the mind.,term:psychological (term_word)
vocab,4114,psychology,,B2,Psychology involves the study of how the brain affects our thought and actions.,term:psychology (term_word)
vocab,4115,psychotic,,B2,"If someone is psychotic, they have a very serious mental illness.",term:psychotic (term_word)
vocab,4116,pub,,B2,A pub is a place where alcoholic drinks are sold.,term:pub (term_word)
vocab,4117,public,,A2,"If something is public, it is meant for everyone to use.",term:public (term_word)
vocab,4119,publication,,B2,"A publication is something printed, like a newspaper or book.",term:publication (term_word)
vocab,4120,publicity,,B2,Publicity is public attention given to someone or something by the media.,term:publicity (term_word)
vocab,4121,publicize,,B2,To publicize is to make something get a lot of attention.,term:publicize (term_word)
vocab,4122,publish,,B1,To publish a book is to get it printed and ready to sell.,term:publish (term_word)
vocab,4123,pudding,,A2,"Pudding is a sweet, soft dessert.",term:pudding (term_word)
vocab,4124,puddle,,B1,A puddle is a pool of liquid on the ground.,term:puddle (term_word)
vocab,4125,puff,,B2,A puff is a little bit of smoke or steam.,term:puff (term_word)
vocab,4126,pull,,A1,To pull is to hold onto something to move it toward you.,term:pull (term_word)
vocab,4127,pump,,B2,A pump is a machine that moves liquids or gases.,term:pump (term_word)
vocab,4128,pumpkin,,A2,"A pumpkin is a large, round orange vegetable.",term:pumpkin (term_word)
vocab,4130,punch,,B2,To punch is to hit with a fist.,term:punch (term_word)
vocab,4132,punctual,,B2,"When someone is punctual, they do something or arrive at the right time.",term:punctual (term_word)
vocab,4133,punish,,B1,To punish means to make someone suffer for breaking the rules or laws.,term:punish (term_word)
vocab,4134,punishment,,B2,A punishment is something that one must endure for any wrongdoing.,term:punishment (term_word)
vocab,4135,pup,,B2,A pup is a young dog.,term:pup (term_word)
vocab,4136,puppet,,B2,A puppet is a doll moved by strings or hands.,term:puppet (term_word)
vocab,4137,puppy,,A2,A puppy is a young dog.,term:puppy (term_word)
vocab,4138,purchase,,B2,To purchase means to buy something.,term:purchase (term_word)
vocab,4139,pure,,B2,A pure thing is very clear and beautiful.,term:pure (term_word)
vocab,4140,purple,,A1,Purple is a color between blue and red.,term:purple (term_word)
vocab,4141,purpose,,B1,A purpose is the reason that you do something.,term:purpose (term_word)
vocab,4142,purse,,B2,"A purse is a bag in which women keep money, makeup, keys, etc.",term:purse (term_word)
vocab,4143,pursue,,B2,To pursue is to chase or follow someone or something.,term:pursue (term_word)
vocab,4144,pursuit,,B2,"When you are in pursuit of something, you are chasing it.",term:pursuit (term_word)
vocab,4145,push,,A1,To push is to move something away from you.,term:push (term_word)
vocab,4146,put,,A1,To put is to place something in a particular position.,term:put (term_word)
vocab,4147,puzzle,,B1,A puzzle is something that is hard to understand.,term:puzzle (term_word)
vocab,4148,pyramid,,B2,A pyramid is a structure with a square base and triangular sides.,term:pyramid (term_word)
vocab,4149,quaint,,B2,Quaint means attractively old-fashioned.,term:quaint (term_word)
vocab,4150,qualify,,B2,To qualify is to have or do things that are needed for something.,term:qualify (term_word)
vocab,4151,quality,,B1,The quality of something is how good it is.,term:quality (term_word)
vocab,4153,quantity,,B2,A quantity is a certain amount of something.,term:quantity (term_word)
vocab,4154,quarrel,,B2,To quarrel is to argue or fight.,term:quarrel (term_word)
vocab,4155,quarter,,A2,A quarter is 1/4 or 25% of something.,term:quarter (term_word)
vocab,4157,queen,,A1,A queen is a female ruler of a country.,term:queen (term_word)
vocab,4161,quest,,B2,A quest is a long search for something.,term:quest (term_word)
vocab,4162,question,,A1,A question is a sentence that asks for information.,term:question (term_word)
vocab,4163,queue,,B2,A queue is a line of people waiting.,term:queue (term_word)
vocab,4165,quick,,A2,Quick means fast or rapid.,term:quick (term_word)
vocab,4166,quiet,,A1,"If something is quiet, it does not make much sound.",term:quiet (term_word)
vocab,4167,quilt,,B2,A quilt is a warm bed covering.,term:quilt (term_word)
vocab,4168,quit,,B1,To quit something means to stop doing it.,term:quit (term_word)
vocab,4169,quite,,A2,Quite means that something is a certain way completely or very much.,term:quite (term_word)
vocab,4170,quote,,B2,"A quote is what someone has said, including saying how much a piece of work will cost.",term:quote (term_word)
vocab,4171,rabbit,,A1,A rabbit is a small animal with long ears that lives in a hole in the ground.,term:rabbit (term_word)
vocab,4172,race,,A1,A race is a contest to see who is the fastest.,term:race (term_word)
vocab,4173,racial,,B2,"If something is racial, then it is related to a race or races.",term:racial (term_word)
vocab,4174,rack,,B2,A rack is an object with shelves that holds things.,term:rack (term_word)
vocab,4175,radar,,B2,Radar is a system that detects objects using radio waves.,term:radar (term_word)
vocab,4176,radiate,,B2,To radiate means to send out energy or heat.,term:radiate (term_word)
vocab,4177,radiation,,B2,Radiation is energy that comes from a source.,term:radiation (term_word)
vocab,4178,radical,,B2,A radical change or way of doing something is new and very different from the usual way.,term:radical (term_word)
vocab,4179,radio,,A2,A radio is a device that receives sound signals.,term:radio (term_word)
vocab,4180,radioactive,,B2,"If something is radioactive, then it lets out, or is related to, radiation.",term:radioactive (term_word)
vocab,4181,radish,,B2,"A radish is a small, red, spicy vegetable.",term:radish (term_word)
vocab,4182,raft,,B2,A raft is a flat kind of boat.,term:raft (term_word)
vocab,4183,rag,,B2,A rag is a small towel.,term:rag (term_word)
vocab,4184,rage,,B2,Rage is a very angry feeling.,term:rage (term_word)
vocab,4185,raid,,B2,To raid is to attack a place in a short time in order to cause damage.,term:raid (term_word)
vocab,4186,rail,,B2,A rail is a system of tracks on which trains travel.,term:rail (term_word)
vocab,4187,railroad,,B2,A railroad is a track for trains.,term:railroad (term_word)
vocab,4188,rain,,A1,Rain is water falling from the sky.,term:rain (term_word)
vocab,4189,rainbow,,A2,A rainbow is an arc of colors in the sky.,term:rainbow (term_word)
vocab,4190,rainforest,,B2,A rainforest is a forest that is in a place where it rains very often.,term:rainforest (term_word)
vocab,4191,raise,,A2,To raise means to lift or move something upward.,term:raise (term_word)
vocab,4192,raisin,,B2,A raisin is a dried grape.,term:raisin (term_word)
vocab,4193,rake,,B2,A rake is a tool with teeth used for gathering leaves.,term:rake (term_word)
vocab,4194,rally,,B2,A rally is a large public meeting in order to support something.,term:rally (term_word)
vocab,4195,ram,,B2,A ram is a male sheep.,term:ram (term_word)
vocab,4196,ranch,,B2,A ranch is a large farm where animals are kept.,term:ranch (term_word)
vocab,4198,range,,B1,A range is a number or a set of similar things.,term:range (term_word)
vocab,4199,ranger,,B2,A ranger is a person who protects forests or parks.,term:ranger (term_word)
vocab,4200,rank,,B2,A rank is a person’s place in an order of people.,term:rank (term_word)
vocab,4201,ransom,,B2,A ransom is a sum of money paid to a kidnapper to set the person free.,term:ransom (term_word)
vocab,4204,rapid,,B2,"When something is rapid, it moves or changes very quickly.",term:rapid (term_word)
vocab,4205,rapidly,,B2,Rapidly means happening very fast.,term:rapidly (term_word)
vocab,4206,rare,,A2,Rare means not common or unusual.,term:rare (term_word)
vocab,4207,rarely,,A2,Rarely means not often.,term:rarely (term_word)
vocab,4208,rat,,A2,A rat is a rodent similar to a mouse but larger.,term:rat (term_word)
vocab,4209,rate,,A2,A rate is the speed at which something happens.,term:rate (term_word)
vocab,4213,rather,,A2,Rather is used when you want to do one thing but not the other.,term:rather (term_word)
vocab,4217,rational,,B2,Rational means based on reason or logic.,term:rational (term_word)
vocab,4220,raw,,B2,A raw material is natural and has not been processed.,term:raw (term_word)
vocab,4221,ray,,B2,A ray is a line of light that comes from a bright object.,term:ray (term_word)
vocab,4222,razor,,B2,A razor is a tool used for shaving.,term:razor (term_word)
vocab,4223,reach,,A2,To reach is to arrive at or get to something.,term:reach (term_word)
vocab,4224,react,,B1,To react is to respond by acting in a certain way.,term:react (term_word)
vocab,4225,read,,A1,To read is to look at and understand written words.,term:read (term_word)
vocab,4226,reader,,A2,A reader is a person who reads.,term:reader (term_word)
vocab,4227,ready,,A1,Ready means prepared for something.,term:ready (term_word)
vocab,4228,real,,A2,"If something is real, it actually exists.",term:real (term_word)
vocab,4229,realistic,,B2,"When something is realistic, it is shown as it is in real life.",term:realistic (term_word)
vocab,4230,reality,,B2,Reality is the state of things as they actually exist.,term:reality (term_word)
vocab,4231,realize,,B1,To realize is to suddenly understand.,term:realize (term_word)
vocab,4232,really,,A1,Really means very or actually.,term:really (term_word)
vocab,4233,realm,,B2,A realm is any area of activity or interest.,term:realm (term_word)
vocab,4234,rear,,B1,The rear of something is the back part of that thing.,term:rear (term_word)
vocab,4235,reason,,A2,"A reason is a statement or fact that explains why something is the way it is, or why someone does, thinks, or says something.",term:reason (term_word)
vocab,4236,reasonable,,B2,Reasonable means fair and sensible.,term:reasonable (term_word)
vocab,4237,rebel,,B2,A rebel is a person who fights the government in order to change it.,term:rebel (term_word)
vocab,4238,recall,,B2,To recall something is to remember it.,term:recall (term_word)
vocab,4239,receipt,,B2,A receipt is a paper that proves that something was received or bought.,term:receipt (term_word)
vocab,4240,receive,,A1,To receive something is to get it.,term:receive (term_word)
vocab,4241,recent,,A2,"When something is recent, it happened a short time ago.",term:recent (term_word)
vocab,4242,reception,,B2,A reception is a social gathering.,term:reception (term_word)
vocab,4243,recipe,,B2,A recipe is a set of instructions for cooking a certain type of food.,term:recipe (term_word)
vocab,4244,recipient,,B2,A recipient of something is the person who receives it.,term:recipient (term_word)
vocab,4246,reckless,,B2,"When people are reckless, they act in an unsafe way.",term:reckless (term_word)
vocab,4248,recognition,,B2,Recognition is the act of getting praise from other people.,term:recognition (term_word)
vocab,4249,recognize,,B1,To recognize something is to know it because you have seen it before.,term:recognize (term_word)
vocab,4250,recommend,,B2,To recommend means to give advice based on experience.,term:recommend (term_word)
vocab,4251,reconcile,,B2,To reconcile means to return to a friendly relationship.,term:reconcile (term_word)
vocab,4252,record,,A2,To record means to write down or store information.,term:record (term_word)
vocab,4256,recycle,,B2,"When you recycle an object, you use its parts to make something else.",term:recycle (term_word)
vocab,4257,red,,A1,Red is the color of blood.,term:red (term_word)
vocab,4259,reduce,,B1,To reduce something means to make it smaller in size or fewer in number.,term:reduce (term_word)
vocab,4260,redundant,,B2,If someone is redundant they have been told they must leave their job because they are no longer needed.,term:redundant (term_word)
vocab,4261,refer,,B2,To refer to something means to mention or call attention to it.,term:refer (term_word)
vocab,4262,referee,,B2,A referee is a person who makes sure that the rules are followed in sports.,term:referee (term_word)
vocab,4263,reference,,B2,A reference is the act of referring to something or someone.,term:reference (term_word)
vocab,4266,reflect,,B2,"To reflect is when a surface sends back light, heat, sound or an image.",term:reflect (term_word)
vocab,4267,reflection,,B2,A reflection is an image that is seen in a mirror or other shiny surface.,term:reflection (term_word)
vocab,4268,reflex,,B2,A reflex is an unconscious action in which a body part responds to an event.,term:reflex (term_word)
vocab,4271,refrain,,B2,To refrain from something is to avoid doing it.,term:refrain (term_word)
vocab,4272,refrigerate,,B2,To refrigerate something means to make it cold.,term:refrigerate (term_word)
vocab,4273,refrigerator,,A2,A refrigerator is a large electrical machine used to keep food cold.,term:refrigerator (term_word)
vocab,4274,refuge,,B2,A refuge is a place of safety.,term:refuge (term_word)
vocab,4276,refund,,B2,A refund is money given back to a person when an item is returned to a store.,term:refund (term_word)
vocab,4278,refuse,,B1,To refuse something is to say “no” to it.,term:refuse (term_word)
vocab,4279,refute,,B2,To refute something means to prove that it is false or incorrect.,term:refute (term_word)
vocab,4280,regard,,B1,To regard people is to think of them in a certain way.,term:regard (term_word)
vocab,4281,regarding,,B2,Regarding means concerning or about.,term:regarding (term_word)
vocab,4282,regardless,,B2,Regardless means without regard or attention to something.,term:regardless (term_word)
vocab,4283,regime,,B2,A regime is a system of government or management.,term:regime (term_word)
vocab,4284,region,,B2,A region is a large area of land usually based on some common feature.,term:region (term_word)
vocab,4285,register,,B2,A register is an official list or record of people or things.,term:register (term_word)
vocab,4286,regret,,B2,To regret something is to wish that it hadn’t happened.,term:regret (term_word)
vocab,4287,regular,,A2,"If something is regular, it happens often and in equal amounts of time.",term:regular (term_word)
vocab,4288,regulate,,B2,To regulate something is to control how it happens.,term:regulate (term_word)
vocab,4289,rehearse,,B2,To rehearse means to practice and prepare for a performance in front of people.,term:rehearse (term_word)
vocab,4290,reign,,B2,If a king or queen reigns they officially rule a country,term:reigns (term_word)
vocab,4295,reject,,B2,"To reject is to refuse to accept, believe in, or agree with something.",term:reject (term_word)
vocab,4297,relate,,B1,To relate to something means to have a connection with it.,term:relate (term_word)
vocab,4298,related,,B1,if two or more things are related there is a connection between them,term:related (term_word)
vocab,4299,relation,,B2,A relation is a connection or relative.,term:relation (term_word)
vocab,4300,relationship,,A2,The relationship between two or more people is the way in which they behave toward each other.,term:relationship (term_word)
vocab,4301,relative,,A2,A relative is a family member.,term:relative (term_word)
vocab,4303,relativity,,B2,Relativity is a set of ideas about time and space developed by Albert Einstein.,term:relativity (term_word)
vocab,4304,relax,,B1,To relax is to rest or do something enjoyable.,term:relax (term_word)
vocab,4305,release,,B1,To release something is to stop holding it.,term:release (term_word)
vocab,4307,relevant,,B2,"When something is relevant, it is important to a certain person or situation.",term:relevant (term_word)
vocab,4308,reliable,,B2,Reliable means able to be trusted.,term:reliable (term_word)
vocab,4309,relief,,B2,Relief is a good feeling after something bad or challenging ends.,term:relief (term_word)
vocab,4310,religion,,B1,A religion is a belief in a god or gods.,term:religion (term_word)
vocab,4311,religious,,B2,Religious means related to or about religion.,term:religious (term_word)
vocab,4313,rely,,B2,To rely on someone means to depend on them.,term:rely (term_word)
vocab,4315,remainder,,B2,The remainder of something is what is left.,term:remainder (term_word)
vocab,4316,remark,,B2,To remark is to say something.,term:remark (term_word)
vocab,4317,remarkable,,B2,Remarkable means worthy of attention.,term:remarkable (term_word)
vocab,4318,remedy,,B2,"A remedy is a cure for a disease, argument, or problem.",term:remedy (term_word)
vocab,4319,remember,,A1,To remember is to recall something from the past.,term:remember (term_word)
vocab,4320,remind,,B1,To remind is to tell someone to remember to do something.,term:remind (term_word)
vocab,4321,remorse,,B2,Remorse is a strong feeling of sadness and regret.,term:remorse (term_word)
vocab,4322,remote,,B2,A remote place is distant or far away.,term:remote (term_word)
vocab,4323,remove,,B1,To remove something is to take it away.,term:remove (term_word)
vocab,4324,renaissance,,B2,The Renaissance was a period between the 14th and 17th centuries.,term:renaissance (term_word)
vocab,4325,render,,B2,To render something means to make it become something else.,term:render (term_word)
vocab,4326,renew,,B2,To renew means to make new again.,term:renew (term_word)
vocab,4327,renovate,,B2,"To renovate a building means to repair it, or to build new structures on it.",term:renovate (term_word)
vocab,4329,renown,,B2,Renown is the quality of being well known due to having done good things.,term:renown (term_word)
vocab,4330,rent,,B1,Rent is the money people pay to live in a certain place.,term:rent (term_word)
vocab,4331,repair,,B1,To repair something is to fix it.,term:repair (term_word)
vocab,4332,repay,,B2,To repay is to pay back or to reward someone or something.,term:repay (term_word)
vocab,4333,repeat,,A2,To repeat means to say or do again.,term:repeat (term_word)
vocab,4334,repetitive,,B2,"When something is repetitive, it is repeated many times and becomes boring.",term:repetitive (term_word)
vocab,4335,replace,,B1,To replace something is to put it in the place of something else.,term:replace (term_word)
vocab,4336,replenish,,B2,To replenish something means to make it full or complete again.,term:replenish (term_word)
vocab,4337,reply,,A2,To reply is to answer.,term:reply (term_word)
vocab,4338,report,,A2,A report is something someone writes for school or work.,term:report (term_word)
vocab,4339,represent,,B1,To represent is to speak or act for a person or group.,term:represent (term_word)
vocab,4340,reproduce,,B2,To reproduce is to make something exactly how someone else did it.,term:reproduce (term_word)
vocab,4341,reptile,,B2,A reptile is a cold-blooded animal that lays eggs and has skin covered with scales.,term:reptile (term_word)
vocab,4342,republic,,B2,A republic is a country without a king or queen.,term:republic (term_word)
vocab,4343,reputation,,B2,A reputation is the opinion that people have about someone.,term:reputation (term_word)
vocab,4344,request,,B2,To request is to ask for something.,term:request (term_word)
vocab,4345,require,,B1,To require something is to say that it is necessary.,term:require (term_word)
vocab,4346,rescue,,B1,To rescue someone means to remove them from danger.,term:rescue (term_word)
vocab,4347,research,,B1,Research is close and careful study to discover new things.,term:research (term_word)
vocab,4348,resemblance,,B2,if there is a resemblance between two people or things they are similar especially in their appearance,term:resemblance (term_word)
vocab,4349,resemble,,B2,To resemble someone is to look like that person.,term:resemble (term_word)
vocab,4350,resent,,B2,To resent something means to have bad feelings about it.,term:resent (term_word)
vocab,4352,reserve,,B2,To reserve something means to keep it for a certain person or time.,term:reserve (term_word)
vocab,4353,resign,,B2,To resign means to quit a job.,term:resign (term_word)
vocab,4357,resolution,,B2,A resolution is a personal decision.,term:resolution (term_word)
vocab,4358,resolve,,B2,To resolve something means to find a solution.,term:resolve (term_word)
vocab,4360,resort,,B2,To resort to something is to depend on it in order to solve a problem.,term:resort (term_word)
vocab,4363,resourceful,,B2,A resourceful person is clever at using what resources they have.,term:resourceful (term_word)
vocab,4364,respect,,A2,To respect means to admire or have a high opinion of someone.,term:respect (term_word)
vocab,4365,respective,,B2,"When things are respective, they relate separately to each person just mentioned.",term:respective (term_word)
vocab,4366,respond,,B1,To respond is to give an answer to what someone else said.,term:respond (term_word)
vocab,4367,response,,B1,A response is the answer to a question.,term:response (term_word)
vocab,4377,ritual,,B2,A ritual is a formal custom that people do regularly.,term:ritual (term_word)
vocab,4381,rotten,,B2,something that is rotten has decayed,term:rotten (term_word)
vocab,4385,rusty,,B2,a rusty metal object is covered in rust,term:rusty (term_word)
vocab,4391,scarce,,B2,if something is scarce there is not very much of it.,term:scarce (term_word)
vocab,4392,scare,,A2,To scare someone is to make them feel afraid.,term:scare (term_word)
vocab,4405,secret,,A2,A secret is something that you do not tell other people.,term:secret (term_word)
vocab,4408,several,,A2,Several is more than two but not many.,term:several (term_word)
vocab,4409,shake,,A2,To shake is to move back and forth or up and down quickly.,term:shake (term_word)
vocab,4411,shape,,A2,An object’s shape is the arrangement of its sides and surfaces.,term:shape (term_word)
vocab,4413,shift,,B2,If an idea attitude or plan shifts or someone shifts it it changes.,term:shifts (term_word)
vocab,4415,shoddy,,C1,shoddy work services or products are of a very low standard,term:shoddy (term_word)
vocab,4416,shout,,A1,To shout is to say something loudly.,term:shout (term_word)
vocab,4418,sibling,,B2,your siblings are your brothers and sisters,term:siblings (term_word)
vocab,4420,side effect,,B2,an effect of a medicine that is not intended and could be unpleasant.,term:effect (term_word)
vocab,4432,slang,,B2,slang words or expressions are very informal and are not considered suitable for more formal situations.,term:slang (term_word)
vocab,4435,slide,,A2,a structure that children play on by climbing up steps and sliding down a slope on the other side.,term:sliding (term_word)
vocab,4436,slip,,A2,if you slip your feet slide accidentally and you lose your balance or fall over.,term:slip (term_word)
vocab,4438,smell,,A1,To smell something means to use your nose to sense it.,term:smell (term_word)
vocab,4445,solid,,A2,a solid substance is firm and hard and is not a liquid or a gas.,term:solid (term_word)
vocab,4446,solve,,B1,To solve something is to find an answer to it.,term:solve (term_word)
vocab,4451,special needs,,B1,The particular needs of people who are physically or mentally disabled.,term:needs (term_word)
vocab,4459,spoken,,A2,Spoken language is what we say.,term:spoken (term_word)
vocab,4461,sport,,A1,"Sport involves games like running, jumping, football, and tennis.",term:sport (term_word)
vocab,4463,spread,,B1,To spread is to move out to cover a larger area.,term:spread (term_word)
vocab,4467,squeeze,,B1,the action of squeezing something.,term:squeezing (term_word)
vocab,4470,stale,,B2,stale food such as bread is old and no longer fresh,term:stale (term_word)
vocab,4482,stepmother,,B1,someone's stepmother/son/etc is their mother/son/etc because of a second marriage not because of a biological connection,term:stepmother (term_word)
vocab,4498,stroll,,B1,To stroll means to walk slowly and calmly.,term:stroll (term_word)
vocab,4518,suddenly,,A2,"If something happens suddenly, it happens quickly and unexpectedly.",term:suddenly (term_word)
vocab,4528,suppose,,B1,To suppose is to guess.,term:suppose (term_word)
vocab,4530,surprised,,A2,You are surprised when something unexpected happens.,term:surprised (term_word)
vocab,4549,tense,,B1,"When you are tense, you are not comfortable and feel unhappy.",term:tense (term_word)
vocab,4550,terrible,,A2,"If something is terrible, it is very bad.",term:terrible (term_word)
vocab,4554,timely,,C1,Happening at the most suitable time.,term:time (term_word)
vocab,4556,totally,,B1,"If you totally agree, you agree with everything just said.",term:totally (term_word)
vocab,4559,transparent,,B2,a transparent object or substance is clear or thin enough for you to see things through.,term:transparent (term_word)
vocab,4561,travel,,A1,To travel is to go to a faraway place on vacation or business.,term:travel (term_word)
vocab,4567,typical,,A2,"If something is typical, it is normal, or something that usually happens.",term:typical (term_word)
vocab,4572,understand,,A1,To understand something you need to know what it means.,term:understand (term_word)
vocab,4590,view,,B1,To view is to look at something.,term:view (term_word)
vocab,4591,village,,A1,A village is a very small town.,term:village (term_word)
vocab,4592,vintage,,B2,Vintage wine is excellent in quality and was made several years ago.,term:vintage (term_word)
vocab,4593,vintage,,B2,A vintage object or vehicle is old but kept in good condition because it is interesting or attractive.,term:vintage (term_word)
vocab,4597,visit,,A1,To visit is to go and spend time in another place or see another person.,term:visit (term_word)
vocab,4600,vulnerable,,C1,someone who is vulnerable is weak or easy to hurt physically or mentally,term:vulnerable (term_word)
vocab,4605,weather,,A1,Weather is the temperature and the state of the outdoors.,term:weather (term_word)
vocab,4606,week,,A1,A week is a period of time that is seven days long.,term:week (term_word)
vocab,4607,weight,,A2,Weight is how heavy something or someone is.,term:weight (term_word)
vocab,4608,welcome,,A2,if you are welcome or a welcome visitor at a place people are pleased that you are there,term:welcome (term_word)
vocab,4611,wine,,A2,Wine is an alcoholic drink made from grapes.,term:wine (term_word)
vocab,4616,worse,,A2,"If something is worse, it is of poorer quality than another thing.",term:worse (term_word)
vocab,4619,worthwhile,,B2,if something is worthwhile it is worth the time money or effort that you spend on it,term:worthwhile (term_word)
wf,7,actively,act,B1,in an active way,term:active (term_word)
wf,13,counteract,act,B2,to take action against,base:action (base_word)
wf,21,overact,act,C1,to act in an exaggerated way,base:act (base_word)
wf,22,overacting,act,C1,exaggerated acting,base:acting (base_word)
wf,39,addendum,add,C1,something added to a document,base:added (base_word)
wf,40,addition,add,B1,the process of adding something,base:adding (base_word)
wf,42,additive,add,B2,substance added to improve something,base:added (base_word)
wf,47,adjustable,adjust,B2,able to be adjusted,base:adjusted (base_word)
wf,48,adjustment,adjust,B2,the process of adjusting,base:adjusting (base_word)
wf,49,readjust,adjust,B2,to adjust again,base:adjust (base_word)
wf,54,aggressively,aggression,B2,in an aggressive way,term:aggressive (term_word)
wf,55,aggressiveness,aggression,B2,tendency to be aggressive,term:aggressive (term_word)
wf,63,analyst,analyse,B2,person who analyses,base:analyses (base_word)
wf,65,analytically,analyse,B2,in an analytical way,term:analytical (term_word)
wf,73,reappear,appear,B2,to appear again,base:appear (base_word)
wf,74,reappearance,appear,B2,the act of appearing again,base:appearing (base_word)
wf,77,applicant,apply,B2,person who applies for something,base:applies (base_word)
wf,83,reapply,apply,B2,to apply again,base:apply (base_word)
wf,98,architecturally,architect,B2,in an architectural way,term:architectural (term_word)
wf,100,arguable,argue,B2,able to be argued,base:argued (base_word)
wf,101,arguably,argue,B2,it can be argued that,base:argued (base_word)
wf,103,argumentative,argue,B2,tending to argue,base:argue (base_word)
wf,104,argumentatively,argue,B2,in an argumentative way,term:argumentative (term_word)
wf,105,unarguable,argue,C1,not able to be argued,base:argued (base_word)
wf,108,rearrange,arrange,B2,to arrange again,base:arrange (base_word)
wf,109,rearrangement,arrange,B2,the act of arranging again,base:arranging (base_word)
wf,116,artificially,art,B2,in an artificial way,term:artificial (term_word)
wf,117,artist,art,B1,person who creates art,base:art (base_word)
wf,119,artistic,art,B2,relating to art,base:art (base_word)
